,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance,Primary_Manufacturing_Location,Secondary_Manufacturing_Location,Annual_Production_Capacity,Year_Operations_Started
4744,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2017-07-31,2017-07-31,78,0.26,0.29,0.01,UK,UK,291315,2014
4745,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-08-15,2016-08-15,78,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4746,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2022-03-09,40,0.37,0.31,0.01,Germany,USA,498290,1998
4747,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2020-05-11,2020-05-11,91,0.36,0.34,0.01,Sweden,China,378616,2002
4748,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-01-29,2023-01-29,222,0.23,0.22,0.01,Sweden,China,378616,2002
4749,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2016-02-02,2016-02-02,70,0.25,0.3,0.01,Mexico,Mexico,170850,1993
4750,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-08-29,2019-08-29,105,0.36,0.22,0.01,Sweden,Sweden,447546,2017
4751,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-11-02,2015-11-02,108,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4752,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2021-11-09,2021-11-09,41,0.35,0.25,0.01,Japan,Sweden,300990,2015
4753,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-03-08,2017-03-08,75,0.23,0.27,0.01,South Korea,China,107624,1995
4754,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-11-23,2016-11-23,76,0.37,0.31,0.01,Germany,USA,498290,1998
4755,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2021-03-11,124,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4756,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-03-21,2016-03-21,60,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4757,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-26,2015-09-26,29,0.25,0.3,0.01,Mexico,Mexico,170850,1993
4758,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2022-03-24,Missing,25,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4759,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-02-16,2022-02-16,27,0.37,0.31,0.01,Germany,USA,498290,1998
4760,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-10-11,2015-10-11,61,0.29,0.29,0.01,South Korea,China,107624,1995
4761,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-08-21,2015-08-21,50,0.31,0.26,0.01,Sweden,China,342446,1997
4762,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2021-12-29,2021-12-29,156,0.4,0.22,0.01,UK,UK,291315,2014
4763,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-05-21,2017-05-21,132,0.35,0.25,0.01,Japan,Sweden,300990,2015
4764,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-01-30,2021-01-30,91,0.36,0.34,0.01,Sweden,China,378616,2002
4765,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-08-24,2022-08-24,123,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4766,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-23,2017-04-23,23,0.37,0.24,0.01,Japan,Sweden,300990,2015
4767,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-06-05,2019-06-05,109,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4768,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-10-03,2017-10-03,76,0.21,0.25,0.01,UK,Sweden,169318,1991
4769,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-07-14,2021-07-14,29,0.23,0.27,0.01,South Korea,China,107624,1995
4770,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-06-19,2021-06-19,160,0.39,0.29,0.01,UK,UK,126978,2020
4771,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-05-04,2015-05-04,63,0.35,0.31,0.01,Mexico,Germany,494250,2010
4772,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-10-03,2021-10-03,23,0.26,0.29,0.01,UK,UK,291315,2014
4773,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2023-05-03,2023-05-03,154,0.35,0.27,0.01,Mexico,Germany,494250,2010
4774,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-08-11,2018-08-11,83,0.34,0.26,0.01,Mexico,Mexico,206080,1999
4775,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-10-24,2023-10-24,126,0.39,0.29,0.01,UK,UK,126978,2020
4776,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2018-02-05,2018-02-05,24,0.36,0.34,0.01,Sweden,China,378616,2002
4777,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-09-13,2017-09-13,92,0.23,0.22,0.01,Sweden,China,378616,2002
4778,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-01-03,2020-01-03,34,0.34,0.26,0.01,Mexico,Mexico,206080,1999
4779,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2019-05-20,2019-05-20,86,0.4,0.22,0.01,UK,UK,291315,2014
4780,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2018-10-12,2018-10-12,102,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4781,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2023-07-20,2023-07-20,40,0.25,0.3,0.01,Mexico,Mexico,170850,1993
4782,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2022-06-28,2022-06-28,34,0.23,0.27,0.01,South Korea,China,107624,1995
4783,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-11-28,2018-11-28,88,0.23,0.22,0.01,Sweden,China,378616,2002
4784,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-03-23,2017-03-23,111,0.36,0.22,0.01,Sweden,Sweden,447546,2017
4785,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-02-14,2016-02-14,87,0.39,0.29,0.01,UK,UK,126978,2020
4786,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-01-22,Missing,90,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4787,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2018-01-04,2018-01-04,106,0.21,0.25,0.01,UK,Sweden,169318,1991
4788,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-03-30,2018-03-30,112,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4789,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-10-29,2023-10-29,154,0.26,0.29,0.01,UK,UK,291315,2014
4790,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-12-09,2022-12-09,116,0.26,0.29,0.01,UK,UK,291315,2014
4791,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-01-17,2020-01-17,109,0.36,0.22,0.01,Sweden,Sweden,447546,2017
4792,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-07-06,Missing,139,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4793,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-05-31,2020-05-31,35,0.26,0.35,0.01,UK,Sweden,169318,1991
4794,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2019-01-26,2019-01-26,89,0.4,0.22,0.01,UK,UK,291315,2014
4795,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2022-10-06,2022-10-06,39,0.31,0.26,0.01,Sweden,China,342446,1997
4796,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-05-31,2015-05-31,21,0.37,0.31,0.01,Germany,USA,498290,1998
4797,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2019-09-19,2019-09-19,34,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4798,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-09-28,2018-09-28,89,0.21,0.25,0.01,UK,Sweden,169318,1991
4799,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2015-08-31,2015-08-31,92,0.37,0.24,0.01,Japan,Sweden,300990,2015
4800,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-05-05,2019-05-05,80,0.26,0.29,0.01,UK,UK,291315,2014
4801,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-12-29,2019-12-29,100,0.36,0.22,0.01,Sweden,Sweden,447546,2017
4802,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-07-21,2023-07-21,42,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4803,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-08-12,2023-08-12,50,0.37,0.24,0.01,Japan,Sweden,300990,2015
4804,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-06-04,2017-06-04,109,0.23,0.27,0.01,South Korea,China,107624,1995
4805,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2019-11-05,2019-11-05,19,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4806,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2022-08-13,2022-08-13,136,0.35,0.25,0.01,Japan,Sweden,300990,2015
4807,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2020-05-30,2020-05-30,101,0.37,0.31,0.01,Germany,USA,498290,1998
4808,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-09-28,2017-09-28,90,0.39,0.29,0.01,UK,UK,126978,2020
4809,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-12-25,2021-12-25,118,0.35,0.25,0.01,Japan,Sweden,300990,2015
4810,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-02-24,2019-02-24,107,0.37,0.31,0.01,Germany,USA,498290,1998
4811,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2016-11-24,2016-11-24,84,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4812,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-09-06,2017-09-06,89,0.34,0.26,0.01,Mexico,Mexico,206080,1999
4813,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-02-08,2016-02-08,77,0.39,0.29,0.01,UK,UK,126978,2020
4814,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-10-21,Missing,101,0.4,0.22,0.01,UK,UK,291315,2014
4815,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,Missing,2017-03-22,127,0.4,0.22,0.01,UK,UK,291315,2014
4816,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-12-23,2019-12-23,33,0.25,0.3,0.01,Mexico,Mexico,170850,1993
4817,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-06-14,2016-06-14,66,0.37,0.31,0.01,Germany,USA,498290,1998
4818,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-05-25,2016-05-25,71,0.37,0.24,0.01,Japan,Sweden,300990,2015
4819,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-03-16,2021-03-16,22,0.36,0.34,0.01,Sweden,China,378616,2002
4820,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-07-23,2017-07-23,38,0.36,0.34,0.01,Sweden,China,378616,2002
4821,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2022-10-05,2022-10-05,159,0.4,0.22,0.01,UK,UK,291315,2014
4822,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-04-09,2022-04-09,243,0.35,0.25,0.01,Japan,Sweden,300990,2015
4823,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-08-27,2017-08-27,75,0.36,0.22,0.01,Sweden,Sweden,447546,2017
4824,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2019-04-21,2019-04-21,109,0.35,0.25,0.01,Japan,Sweden,300990,2015
4825,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-06-12,2019-06-12,128,0.21,0.31,0.01,Mexico,Germany,494250,2010
4826,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-06-14,2015-06-14,89,0.23,0.27,0.01,South Korea,China,107624,1995
4827,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2021-01-20,2021-01-20,111,0.35,0.31,0.01,Mexico,Germany,494250,2010
4828,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2022-09-05,2022-09-05,182,0.21,0.25,0.01,UK,Sweden,169318,1991
4829,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2016-09-08,2016-09-08,69,0.29,0.29,0.01,South Korea,China,107624,1995
4830,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-08-05,2021-08-05,144,0.24,0.29,0.01,Sweden,China,342446,1997
4831,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2017-03-29,2017-03-29,96,0.37,0.31,0.01,Germany,USA,498290,1998
4832,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-09-29,2018-09-29,38,0.23,0.22,0.01,Sweden,China,378616,2002
4833,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2020-01-04,2020-01-04,87,0.37,0.31,0.01,Germany,USA,498290,1998
4834,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-03-04,2021-03-04,104,0.24,0.29,0.01,Sweden,China,342446,1997
4835,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-02-22,2015-02-22,63,0.26,0.29,0.01,UK,UK,291315,2014
4836,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2023-12-03,2023-12-03,131,0.36,0.34,0.01,Sweden,China,378616,2002
4837,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-07-20,2020-07-20,216,0.35,0.25,0.01,Japan,Sweden,300990,2015
4838,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2018-05-15,2018-05-15,34,0.39,0.29,0.01,UK,UK,126978,2020
4839,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-10-08,2022-10-08,120,0.24,0.29,0.01,Sweden,China,342446,1997
4840,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-03-20,2019-03-20,140,0.33,0.26,0.01,Mexico,Japan,150730,2002
4841,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-09-01,2015-09-01,17,0.29,0.29,0.01,South Korea,China,107624,1995
4842,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2019-05-12,2019-05-12,147,0.35,0.25,0.01,Japan,Sweden,300990,2015
4843,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-08-26,2023-08-26,34,0.23,0.27,0.01,South Korea,China,107624,1995
4844,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-07-29,2018-07-29,101,0.31,0.26,0.01,Sweden,China,342446,1997
4845,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2015-01-05,2015-01-05,49,0.31,0.26,0.01,Sweden,China,342446,1997
4846,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2020-10-11,2020-10-11,159,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4847,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-01-04,2019-01-04,93,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4848,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-11-22,2016-11-22,74,0.35,0.31,0.01,Mexico,Germany,494250,2010
4849,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,Missing,2016-05-28,27,0.35,0.25,0.01,Japan,Sweden,300990,2015
4850,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-04-04,2017-04-04,88,0.35,0.25,0.01,Japan,Sweden,300990,2015
4851,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-09-17,2020-09-17,47,0.36,0.34,0.01,Sweden,China,378616,2002
4852,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-03-27,2018-03-27,99,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4853,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2017-11-17,2017-11-17,90,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4854,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-03-10,Missing,84,0.33,0.26,0.01,Mexico,Japan,150730,2002
4855,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-10-08,2021-10-08,115,0.29,0.29,0.01,South Korea,China,107624,1995
4856,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-01-11,2021-01-11,197,0.23,0.22,0.01,Sweden,China,378616,2002
4857,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-05-08,2018-05-08,121,0.23,0.27,0.01,South Korea,China,107624,1995
4858,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-08-24,2019-08-24,115,0.34,0.26,0.01,Mexico,Mexico,206080,1999
4859,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-04-17,2020-04-17,43,0.26,0.35,0.01,UK,Sweden,169318,1991
4860,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,Missing,2022-10-30,37,0.26,0.35,0.01,UK,Sweden,169318,1991
4861,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-03-12,2020-03-12,95,0.4,0.22,0.01,UK,UK,291315,2014
4862,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-10-05,2022-10-05,133,0.36,0.34,0.01,Sweden,China,378616,2002
4863,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2021-03-17,Missing,190,0.35,0.27,0.01,Mexico,Germany,494250,2010
4864,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-10-01,2017-10-01,87,0.35,0.25,0.01,Japan,Sweden,300990,2015
4865,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-10-21,2018-10-21,107,0.31,0.26,0.01,Sweden,China,342446,1997
4866,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-04-28,2016-04-28,99,0.21,0.31,0.01,Mexico,Germany,494250,2010
4867,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-08-28,2016-08-28,92,0.35,0.27,0.01,Mexico,Germany,494250,2010
4868,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2022-09-03,2022-09-03,195,0.29,0.29,0.01,South Korea,China,107624,1995
4869,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-11-18,2020-11-18,126,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4870,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-09-12,2018-09-12,83,0.37,0.31,0.01,Germany,USA,498290,1998
4871,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-03-22,2021-03-22,90,0.26,0.31,0.01,Mexico,Mexico,206080,1999
4872,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-08-24,Missing,127,0.37,0.24,0.01,Japan,Sweden,300990,2015
4873,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2017-09-17,2017-09-17,90,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4874,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-04-30,2022-04-30,112,0.26,0.29,0.01,UK,UK,291315,2014
4875,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-04-28,2020-04-28,105,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4876,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-08-04,2015-08-04,90,0.21,0.31,0.01,Mexico,Germany,494250,2010
4877,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-03-19,2016-03-19,75,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4878,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-06-09,2015-06-09,87,0.35,0.25,0.01,Japan,Sweden,300990,2015
4879,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-07-26,2018-07-26,23,0.34,0.26,0.01,Mexico,Mexico,206080,1999
4880,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2019-02-10,2019-02-10,89,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4881,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2023-02-27,2023-02-27,126,0.37,0.24,0.01,Japan,Sweden,300990,2015
4882,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2018-04-07,2018-04-07,123,0.39,0.29,0.01,UK,UK,126978,2020
4883,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-06-20,2018-06-20,30,0.35,0.25,0.01,Japan,Sweden,300990,2015
4884,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-12-30,2020-12-30,169,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4885,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2022-01-29,2022-01-29,47,0.37,0.31,0.01,Germany,USA,498290,1998
4886,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,2,2018-02-13,2018-02-13,98,0.37,0.31,0.01,Germany,USA,498290,1998
4887,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-07-10,2015-07-10,59,0.35,0.27,0.01,Mexico,Germany,494250,2010
4888,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2022-09-23,2022-09-23,113,0.35,0.31,0.01,Mexico,Germany,494250,2010
4889,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-02-20,2018-02-20,61,0.21,0.25,0.01,UK,Sweden,169318,1991
4890,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2022-06-05,2022-06-05,48,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4891,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-10-09,2022-10-09,46,0.23,0.22,0.01,Sweden,China,378616,2002
4892,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2020-09-05,2020-09-05,27,0.26,0.29,0.01,UK,UK,291315,2014
4893,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-10-04,2021-10-04,34,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4894,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-05-21,2023-05-21,123,0.21,0.25,0.01,UK,Sweden,169318,1991
4895,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-02-05,Missing,74,0.35,0.27,0.01,Mexico,Germany,494250,2010
4896,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-12-06,2022-12-06,142,0.4,0.22,0.01,UK,UK,291315,2014
4897,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2020-01-15,130,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4898,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2022-03-12,2022-03-12,213,0.29,0.29,0.01,South Korea,China,107624,1995
4899,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2016-05-07,2016-05-07,27,0.33,0.26,0.01,Mexico,Japan,150730,2002
4900,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-09-06,2023-09-06,174,0.24,0.29,0.01,Sweden,China,342446,1997
4901,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2017-11-07,Missing,119,0.39,0.29,0.01,UK,UK,126978,2020
4902,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-07-05,2016-07-05,80,0.35,0.31,0.01,Mexico,Germany,494250,2010
4903,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2015-02-18,2015-02-18,22,0.37,0.32,0.01,South Korea,Sweden,72981,2019
4904,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-01-16,2019-01-16,102,0.25,0.3,0.01,Mexico,Mexico,170850,1993
4905,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-11-22,2017-11-22,129,0.39,0.22,0.01,Mexico,Mexico,170850,1993
4906,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-01-10,2022-01-10,91,0.33,0.26,0.01,Mexico,Japan,150730,2002
4907,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-10,2021-10-10,130,0.21,0.31,0.01,Mexico,Germany,494250,2010
4908,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-07-01,2022-07-01,25,0.36,0.23,0.01,Sweden,Sweden,447546,2017
4909,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-06-22,2021-06-22,37,0.37,0.24,0.01,Japan,Sweden,300990,2015
4910,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-08-24,2023-08-24,186,0.21,0.31,0.01,Mexico,Germany,494250,2010
