,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance
4585,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-01-31,2021-01-31,106,0.26,0.29,0.01
4586,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-09-21,2019-09-21,139,0.36,0.23,0.01
4587,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-11-18,2020-11-18,126,0.29,0.29,0.01
4588,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2022-02-06,2022-02-06,101,0.26,0.31,0.01
4589,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2019-05-08,2019-05-08,21,0.39,0.29,0.01
4590,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-08-09,2017-08-09,83,0.39,0.22,0.01
4591,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-05-06,2021-05-06,27,0.4,0.22,0.01
4592,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-05-14,Missing,99,0.36,0.22,0.01
4593,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-10-27,2022-10-27,128,0.35,0.25,0.01
4594,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-08-15,2020-08-15,34,0.29,0.29,0.01
4595,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-05-22,2017-05-22,27,0.36,0.34,0.01
4596,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-08-09,2018-08-09,116,0.39,0.29,0.01
4597,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-02-01,2020-02-01,49,0.21,0.25,0.01
4598,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-12-21,2020-12-21,44,0.36,0.23,0.01
4599,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2015-08-11,2015-08-11,13,0.23,0.22,0.01
4600,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-11-20,2019-11-20,155,0.23,0.27,0.01
4601,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2018-05-12,2018-05-12,97,0.39,0.22,0.01
4602,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-11-20,2019-11-20,111,0.33,0.26,0.01
4603,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-10-02,2016-10-02,104,0.36,0.34,0.01
4604,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-09-13,2020-09-13,91,0.26,0.35,0.01
4605,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2022-03-31,2022-03-31,34,0.36,0.22,0.01
4606,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2016-07-24,70,0.35,0.27,0.01
4607,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-05-19,2018-05-19,103,0.26,0.35,0.01
4608,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2022-09-09,2022-09-09,119,0.21,0.31,0.01
4609,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-04-24,2021-04-24,119,0.4,0.22,0.01
4610,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-08-19,2021-08-19,111,0.39,0.22,0.01
4611,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2021-02-08,2021-02-08,136,0.37,0.32,0.01
4612,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-04-11,2018-04-11,129,0.39,0.22,0.01
4613,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-05-31,2017-05-31,30,0.34,0.26,0.01
4614,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-04-24,2023-04-24,118,0.21,0.25,0.01
4615,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-10-05,2015-10-05,91,0.26,0.35,0.01
4616,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-06-13,2015-06-13,60,0.29,0.29,0.01
4617,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-01-05,2022-01-05,134,0.23,0.27,0.01
4618,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-02-08,2023-02-08,148,0.39,0.29,0.01
4619,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-06-23,2019-06-23,36,0.36,0.23,0.01
4620,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-07-31,2017-07-31,14,0.36,0.23,0.01
4621,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2016-06-06,2016-06-06,108,0.37,0.31,0.01
4622,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-05-30,2015-05-30,22,0.26,0.35,0.01
4623,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-08-17,2021-08-17,88,0.35,0.25,0.01
4624,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-08-18,2020-08-18,160,0.37,0.32,0.01
4625,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,Missing,2020-03-23,91,0.37,0.24,0.01
4626,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-06-01,2023-06-01,42,0.26,0.29,0.01
4627,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-08-04,2016-08-04,83,0.21,0.25,0.01
4628,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-05-18,2017-05-18,57,0.35,0.27,0.01
4629,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-03-04,2016-03-04,32,0.21,0.25,0.01
4630,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2019-05-30,2019-05-30,36,0.21,0.25,0.01
4631,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2019-09-20,2019-09-20,89,0.39,0.22,0.01
4632,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2023-06-10,34,0.36,0.22,0.01
4633,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-06-22,2022-06-22,227,0.21,0.25,0.01
4634,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-06-14,2021-06-14,166,0.35,0.27,0.01
4635,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-08-02,2015-08-02,70,0.36,0.22,0.01
4636,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-01-21,2021-01-21,106,0.24,0.29,0.01
4637,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2017-11-14,2017-11-14,70,0.25,0.3,0.01
4638,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-04-20,2017-04-20,69,0.34,0.26,0.01
4639,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2019-09-04,2019-09-04,22,0.31,0.26,0.01
4640,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-09-08,2018-09-08,81,0.33,0.26,0.01
4641,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-02-16,2018-02-16,19,0.26,0.31,0.01
4642,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-12-15,2017-12-15,110,0.26,0.35,0.01
4643,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-08-08,2019-08-08,112,0.35,0.25,0.01
4644,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-12-12,2019-12-12,113,0.34,0.26,0.01
4645,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-12-11,2023-12-11,113,0.34,0.26,0.01
4646,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2017-03-07,2017-03-07,132,0.36,0.23,0.01
4647,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-02-17,2016-02-17,25,0.37,0.32,0.01
4648,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-09-24,2018-09-24,100,0.34,0.26,0.01
4649,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-11-10,2016-11-10,85,0.35,0.27,0.01
4650,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2017-08-16,2017-08-16,102,0.36,0.22,0.01
4651,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-01-21,2021-01-21,39,0.39,0.22,0.01
4652,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2017-10-21,2017-10-21,123,0.26,0.31,0.01
4653,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-02-08,2020-02-08,81,0.26,0.35,0.01
4654,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-09-12,2016-09-12,33,0.39,0.22,0.01
4655,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-04-19,2022-04-19,58,0.31,0.26,0.01
4656,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-06,2021-10-06,155,0.21,0.31,0.01
4657,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-06-21,2020-06-21,104,0.26,0.31,0.01
4658,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2018-07-24,2018-07-24,89,0.21,0.25,0.01
4659,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-12-06,2018-12-06,82,0.37,0.31,0.01
4660,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-04-10,2017-04-10,78,0.37,0.31,0.01
4661,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-11-27,2023-11-27,54,0.25,0.3,0.01
4662,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-08-11,2019-08-11,99,0.36,0.23,0.01
4663,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,2,2020-05-22,2020-05-22,125,0.36,0.22,0.01
4664,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-07-13,2022-07-13,139,0.23,0.22,0.01
4665,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2022-02-20,2022-02-20,99,0.26,0.31,0.01
4666,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-06-21,2019-06-21,109,0.35,0.27,0.01
4667,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-06-06,2021-06-06,48,0.26,0.29,0.01
4668,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-06-12,2015-06-12,21,0.24,0.29,0.01
4669,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-10-24,2017-10-24,88,0.36,0.22,0.01
4670,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-01-18,2020-01-18,32,0.26,0.29,0.01
4671,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-10-03,2018-10-03,85,0.39,0.29,0.01
4672,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-08-26,2015-08-26,94,0.26,0.35,0.01
4673,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-07-11,2019-07-11,104,0.39,0.22,0.01
4674,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-01-10,2020-01-10,36,0.21,0.31,0.01
4675,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,2,2016-02-24,2016-02-24,87,0.35,0.27,0.01
4676,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-04-06,2019-04-06,91,0.37,0.31,0.01
4677,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-09-18,Missing,92,0.25,0.3,0.01
4678,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2017-11-01,2017-11-01,81,0.36,0.23,0.01
4679,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-12-14,2023-12-14,169,0.21,0.31,0.01
4680,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2019-08-27,Missing,115,0.26,0.35,0.01
4681,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2016-10-13,2016-10-13,89,0.26,0.35,0.01
4682,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-05-20,2019-05-20,131,0.35,0.25,0.01
4683,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-11-06,2021-11-06,145,0.34,0.26,0.01
4684,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2020-11-05,2020-11-05,131,0.36,0.23,0.01
4685,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2015-03-22,2015-03-22,95,0.23,0.27,0.01
4686,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2018-04-01,2018-04-01,98,0.26,0.35,0.01
4687,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-12-09,2021-12-09,126,0.26,0.29,0.01
4688,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-11-28,2022-11-28,164,0.36,0.34,0.01
4689,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2020-05-15,2020-05-15,176,0.25,0.3,0.01
4690,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2015-01-16,101,0.39,0.22,0.01
4691,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-03-24,2023-03-24,50,0.36,0.34,0.01
4692,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2020-01-27,2020-01-27,91,0.35,0.25,0.01
4693,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2019-09-17,2019-09-17,110,0.21,0.25,0.01
4694,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2020-06-24,2020-06-24,91,0.26,0.29,0.01
4695,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-12-24,2018-12-24,98,0.23,0.27,0.01
4696,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-07-05,2019-07-05,131,0.39,0.29,0.01
4697,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-03-20,2017-03-20,26,0.39,0.22,0.01
4698,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-04-24,2018-04-24,94,0.31,0.26,0.01
4699,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-07-15,2021-07-15,124,0.39,0.22,0.01
4700,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-04-24,2015-04-24,89,0.37,0.31,0.01
4701,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-02-19,2020-02-19,99,0.35,0.27,0.01
4702,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-10-03,2020-10-03,112,0.39,0.29,0.01
4703,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2023-05-16,2023-05-16,110,0.35,0.31,0.01
4704,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2016-06-12,2016-06-12,78,0.23,0.27,0.01
4705,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2017-10-20,Missing,80,0.34,0.26,0.01
4706,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-06-08,2020-06-08,32,0.37,0.31,0.01
4707,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-12-05,2017-12-05,71,0.35,0.27,0.01
4708,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2015-06-11,2015-06-11,73,0.25,0.3,0.01
4709,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-10-21,2015-10-21,70,0.35,0.27,0.01
4710,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-07-09,2019-07-09,165,0.35,0.25,0.01
4711,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-04-01,2019-04-01,100,0.29,0.29,0.01
4712,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2020-03-09,2020-03-09,20,0.26,0.29,0.01
4713,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,2,2019-06-15,2019-06-15,112,0.33,0.26,0.01
4714,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2021-10-29,2021-10-29,90,0.36,0.23,0.01
4715,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-09-13,Missing,67,0.21,0.31,0.01
4716,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-07-08,2022-07-08,155,0.36,0.22,0.01
4717,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-01-29,2019-01-29,46,0.37,0.24,0.01
4718,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-08-08,2020-08-08,31,0.21,0.31,0.01
4719,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-12-25,2020-12-25,131,0.23,0.22,0.01
4720,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2023-08-04,2023-08-04,116,0.31,0.26,0.01
4721,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-02-17,2020-02-17,22,0.37,0.31,0.01
4722,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2022-06-16,2022-06-16,46,0.21,0.31,0.01
4723,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-08-04,2021-08-04,20,0.34,0.26,0.01
4724,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-02-04,2018-02-04,126,0.31,0.26,0.01
4725,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-04-23,2017-04-23,83,0.37,0.31,0.01
4726,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2019-07-25,2019-07-25,122,0.33,0.26,0.01
4727,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-01-22,2018-01-22,83,0.24,0.29,0.01
4728,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2019-04-21,2019-04-21,23,0.4,0.22,0.01
4729,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-09-20,2019-09-20,89,0.34,0.26,0.01
4730,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-05-18,2018-05-18,125,0.25,0.3,0.01
4731,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-07-08,2021-07-08,173,0.37,0.24,0.01
4732,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-08-01,2016-08-01,25,0.25,0.3,0.01
4733,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2022-05-15,2022-05-15,175,0.36,0.34,0.01
4734,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-05-04,2021-05-04,44,0.26,0.29,0.01
4735,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-10-22,Missing,143,0.36,0.22,0.01
4736,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2016-01-30,2016-01-30,65,0.37,0.32,0.01
4737,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2021-09-08,2021-09-08,146,0.37,0.31,0.01
4738,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-03-20,2023-03-20,135,0.24,0.29,0.01
4739,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2023-11-17,2023-11-17,115,0.29,0.29,0.01
4740,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-11-08,2019-11-08,39,0.39,0.29,0.01
4741,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2020-05-20,2020-05-20,154,0.36,0.23,0.01
4742,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-02-12,2023-02-12,129,0.36,0.34,0.01
4743,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2021-06-22,2021-06-22,125,0.33,0.26,0.01
4744,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2017-07-31,2017-07-31,78,0.26,0.29,0.01
4745,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-08-15,2016-08-15,78,0.26,0.31,0.01
4746,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2022-03-09,40,0.37,0.31,0.01
4747,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2020-05-11,2020-05-11,91,0.36,0.34,0.01
4748,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-01-29,2023-01-29,222,0.23,0.22,0.01
4749,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2016-02-02,2016-02-02,70,0.25,0.3,0.01
4750,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-08-29,2019-08-29,105,0.36,0.22,0.01
4751,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-11-02,2015-11-02,108,0.39,0.22,0.01
4752,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2021-11-09,2021-11-09,41,0.35,0.25,0.01
4753,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-03-08,2017-03-08,75,0.23,0.27,0.01
4754,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-11-23,2016-11-23,76,0.37,0.31,0.01
4755,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2021-03-11,124,0.39,0.22,0.01
4756,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-03-21,2016-03-21,60,0.37,0.32,0.01
4757,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-26,2015-09-26,29,0.25,0.3,0.01
4758,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2022-03-24,Missing,25,0.36,0.23,0.01
4759,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-02-16,2022-02-16,27,0.37,0.31,0.01
4760,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-10-11,2015-10-11,61,0.29,0.29,0.01
4761,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-08-21,2015-08-21,50,0.31,0.26,0.01
4762,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2021-12-29,2021-12-29,156,0.4,0.22,0.01
4763,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-05-21,2017-05-21,132,0.35,0.25,0.01
4764,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-01-30,2021-01-30,91,0.36,0.34,0.01
4765,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-08-24,2022-08-24,123,0.37,0.32,0.01
4766,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-23,2017-04-23,23,0.37,0.24,0.01
4767,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-06-05,2019-06-05,109,0.36,0.23,0.01
4768,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-10-03,2017-10-03,76,0.21,0.25,0.01
4769,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-07-14,2021-07-14,29,0.23,0.27,0.01
4770,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-06-19,2021-06-19,160,0.39,0.29,0.01
4771,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-05-04,2015-05-04,63,0.35,0.31,0.01
4772,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-10-03,2021-10-03,23,0.26,0.29,0.01
4773,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2023-05-03,2023-05-03,154,0.35,0.27,0.01
4774,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-08-11,2018-08-11,83,0.34,0.26,0.01
4775,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-10-24,2023-10-24,126,0.39,0.29,0.01
4776,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2018-02-05,2018-02-05,24,0.36,0.34,0.01
4777,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-09-13,2017-09-13,92,0.23,0.22,0.01
4778,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-01-03,2020-01-03,34,0.34,0.26,0.01
4779,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2019-05-20,2019-05-20,86,0.4,0.22,0.01
4780,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2018-10-12,2018-10-12,102,0.39,0.22,0.01
4781,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2023-07-20,2023-07-20,40,0.25,0.3,0.01
4782,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2022-06-28,2022-06-28,34,0.23,0.27,0.01
4783,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-11-28,2018-11-28,88,0.23,0.22,0.01
4784,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-03-23,2017-03-23,111,0.36,0.22,0.01
4785,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-02-14,2016-02-14,87,0.39,0.29,0.01
4786,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-01-22,Missing,90,0.36,0.23,0.01
4787,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2018-01-04,2018-01-04,106,0.21,0.25,0.01
