,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
5709,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-09-15,2019-09-15,39
5710,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-07-08,2018-07-08,179
5711,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2022-01-31,2022-01-31,61
5712,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-08-18,2018-08-18,44
5713,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2022-01-19,2022-01-19,149
5714,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-05-20,Missing,28
5715,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-05-10,2020-05-10,98
5717,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2017-02-05,2017-02-05,73
5718,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-11-24,2020-11-24,26
5719,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-06-23,2018-06-23,21
5720,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-04-08,2021-04-08,95
5721,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-09-24,2021-09-24,92
5722,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-02-12,2023-02-12,151
5723,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-06-11,2015-06-11,33
5724,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-07-27,2023-07-27,55
5725,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-06-10,2021-06-10,130
5726,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-09-07,2016-09-07,79
5727,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-05-01,2017-05-01,62
5728,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2017-08-17,2017-08-17,110
5729,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-11-21,2017-11-21,95
5730,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-12-12,2017-12-12,103
5731,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-11-27,2017-11-27,108
5732,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-10-08,2022-10-08,173
5733,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-03-28,Missing,78
5734,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-02-08,Missing,41
5735,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-08-19,2017-08-19,122
5736,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2015-11-16,2015-11-16,76
5737,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-04-29,2023-04-29,119
5738,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-09-15,2020-09-15,106
5739,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2016-02-10,73
5740,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-12-17,2022-12-17,153
5741,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-07-05,2021-07-05,96
5742,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2020-10-28,2020-10-28,91
5743,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2018-07-17,2018-07-17,108
5744,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2021-06-12,Missing,101
5745,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-06-01,2020-06-01,120
5746,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-10-21,2019-10-21,115
5747,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-12-26,2020-12-26,33
5748,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-04-06,2018-04-06,78
5749,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2022-06-23,2022-06-23,202
5750,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-01-27,2020-01-27,109
5751,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2021-01-18,215
5753,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-01-08,2021-01-08,30
5754,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-05-26,2018-05-26,104
5755,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2017-07-19,2017-07-19,16
5756,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-01-04,2023-01-04,141
5758,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-10-08,2021-10-08,136
5759,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-07-15,2015-07-15,15
5760,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-02-18,2019-02-18,118
5761,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-08-22,Missing,155
5762,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-08-17,2015-08-17,87
5763,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2015-09-16,2015-09-16,68
5764,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2023-03-24,108
5765,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-08-19,Missing,115
5766,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2015-04-25,2015-04-25,92
5767,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2019-12-01,2019-12-01,101
5768,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-03-13,2023-03-13,46
5769,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2017-08-29,2017-08-29,26
5770,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-01-13,2016-01-13,96
5771,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2018-05-01,2018-05-01,37
5772,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,Missing,2023-12-12,96
5773,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-12-09,2022-12-09,139
5774,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-03-15,2016-03-15,30
5775,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-01-19,2017-01-19,87
5777,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-10-15,2020-10-15,90
5778,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-06-16,2019-06-16,42
5779,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,Missing,2017-12-13,98
5780,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,2,2018-12-07,2018-12-07,16
5781,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-02-27,2021-02-27,48
5782,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-03-26,2023-03-26,25
5783,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-12-20,2023-12-20,147
5784,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-07-08,2021-07-08,128
5785,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-11-18,2020-11-18,115
5786,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2021-02-15,Missing,125
5787,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2018-05-23,2018-05-23,107
5788,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-02-01,2020-02-01,78
5789,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-03-08,2017-03-08,16
5790,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-12-13,Missing,109
5791,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,2,2021-05-22,2021-05-22,86
5792,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,Missing,2015-01-20,57
5793,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-11-26,2021-11-26,194
5794,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-05-15,Missing,102
5795,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-09-24,2020-09-24,162
5796,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-04-01,2017-04-01,76
5797,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2022-04-26,2022-04-26,208
5798,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-11-25,2018-11-25,142
5799,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-09-07,2015-09-07,28
5800,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-11-15,2020-11-15,103
5801,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2019-02-26,2019-02-26,116
5802,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-09-03,2022-09-03,119
5804,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-03-26,Missing,41
5805,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2022-11-07,2022-11-07,223
5806,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-01-09,2022-01-09,22
5807,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-07-11,2020-07-11,103
5808,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-07-11,2018-07-11,78
5809,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2021-02-01,2021-02-01,153
5810,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-01-24,2023-01-24,140
5811,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-05-17,Missing,55
5812,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2021-03-12,2021-03-12,141
5813,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-11-24,2021-11-24,121
5814,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2018-09-27,2018-09-27,18
5815,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2019-03-30,2019-03-30,96
5816,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-04-04,2016-04-04,68
5817,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,2,2017-10-16,2017-10-16,80
5818,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-04-05,2018-04-05,82
5819,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-09-07,2023-09-07,43
5820,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-08-13,2015-08-13,77
5821,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-01-01,2019-01-01,70
5822,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2017-10-09,90
5823,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-09-15,2019-09-15,38
5824,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-08-18,2017-08-18,81
5825,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-06-03,2022-06-03,227
5826,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2018-04-09,154
5827,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2023-09-21,2023-09-21,47
5828,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-03-07,2019-03-07,32
5829,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-03-10,Missing,35
5830,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2023-03-30,2023-03-30,227
5831,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-10-17,2019-10-17,98
5832,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-02-03,2021-02-03,42
5833,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-04-10,2021-04-10,26
5834,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2020-10-26,2020-10-26,174
5835,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,Missing,2016-12-13,106
5836,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2016-03-13,2016-03-13,33
5837,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-03-21,2017-03-21,85
5838,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-11-19,2019-11-19,44
5839,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2017-06-12,2017-06-12,80
5840,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-05-13,2023-05-13,92
5841,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-05-28,Missing,86
5842,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2016-03-06,2016-03-06,62
5843,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-07-11,2021-07-11,146
5844,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2016-06-20,2016-06-20,108
5845,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-12-25,2019-12-25,108
5846,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-12-08,2023-12-08,182
5847,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,Missing,2021-01-09,90
5848,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-09-28,2021-09-28,90
5849,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2022-11-01,87
5850,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-11-23,2020-11-23,49
5851,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-05-04,2021-05-04,157
5852,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-07-22,2021-07-22,90
5853,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-10-21,2021-10-21,140
5854,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-06-25,2018-06-25,114
5855,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-04-18,2015-04-18,77
5856,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2018-08-17,2018-08-17,91
5857,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-02-11,2023-02-11,129
5858,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-05-09,2018-05-09,39
5859,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-11-08,2021-11-08,51
5860,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-03-08,2019-03-08,102
5861,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,2,2023-06-12,2023-06-12,152
5862,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,2016-11-11,2016-11-11,91
5863,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-04-18,Missing,141
5864,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-03-30,2020-03-30,18
5865,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2016-03-16,2016-03-16,76
5866,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,Missing,2015-03-06,69
5867,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-12-14,2017-12-14,111
5868,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,2,2022-02-06,2022-02-06,101
5869,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-05-04,2020-05-04,135
5870,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-04-26,2021-04-26,110
5871,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-04-11,2023-04-11,137
5872,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-06-22,2021-06-22,107
5873,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-10-20,2023-10-20,39
5874,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2017-04-03,40
5875,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-08-03,2020-08-03,102
5876,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-06-27,2019-06-27,27
5877,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,Missing,2015-01-04,96
5878,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-10-16,2019-10-16,82
5879,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2020-05-31,2020-05-31,37
5880,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-06-27,2020-06-27,105
5881,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2016-10-27,2016-10-27,33
5882,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-10-29,2015-10-29,71
5883,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-09-19,2016-09-19,94
5884,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-08-12,2023-08-12,191
5885,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-04-30,2023-04-30,125
5886,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2020-03-20,2020-03-20,85
5887,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-11-21,2018-11-21,78
5888,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-03-29,2020-03-29,106
5889,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-09-28,2017-09-28,70
5890,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2015-06-06,2015-06-06,69
5891,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2021-08-12,88
5892,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-09-18,2017-09-18,36
5893,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-02-24,2017-02-24,96
5894,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-10-23,Missing,21
5895,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-04-07,2020-04-07,96
5896,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-09-22,2018-09-22,136
5897,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-11-18,2020-11-18,176
5898,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-08-22,2019-08-22,108
5899,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-06-25,2020-06-25,121
5900,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-06-12,2015-06-12,66
5901,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-08-09,2015-08-09,22
5902,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,Missing,2023-06-26,191
5903,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-07-25,2018-07-25,89
5904,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2022-11-04,2022-11-04,108
5905,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2017-07-08,2017-07-08,99
5906,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-08-08,2020-08-08,22
5907,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-09-11,2018-09-11,44
5908,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-07-14,2019-07-14,155
5909,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-02-03,2019-02-03,111
5910,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2016-10-30,2016-10-30,24
5911,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-03-20,2021-03-20,91
5912,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,7,2018-03-19,2018-03-19,62
5913,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-08-31,2021-08-31,21
5914,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-11-11,2023-11-11,208
5915,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-07-31,2020-07-31,94
5916,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-10-03,2021-10-03,170
5917,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-04-09,2020-04-09,30
5918,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2018-03-14,2018-03-14,96
5919,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-02-08,2017-02-08,75
5920,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2018-02-17,2018-02-17,87
5921,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-04-14,2016-04-14,81
5922,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,2018-04-08,2018-04-08,17
5923,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2019-02-27,2019-02-27,90
5924,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2021-07-01,2021-07-01,140
5925,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2015-01-24,Missing,96
5926,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-12-28,2016-12-28,77
5927,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2021-09-13,2021-09-13,42
5928,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-01-04,2016-01-04,82
5929,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2019-03-09,2019-03-09,125
5930,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2015-02-20,Missing,77
5931,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,Missing,2023-10-12,59
5932,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-03-11,2020-03-11,150
5933,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-09-27,2016-09-27,78
5934,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-11-23,2023-11-23,89
5935,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-09-03,2015-09-03,99
5936,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2022-02-19,2022-02-19,120
5937,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-10-26,Missing,106
5938,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2020-10-29,2020-10-29,147
5939,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2021-03-10,2021-03-10,121
5940,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-02-26,2020-02-26,115
5941,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-11-26,2020-11-26,168
5942,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-11-26,2016-11-26,67
5943,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-12-26,2022-12-26,116
5944,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-08-12,2019-08-12,35
5945,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-05-03,2016-05-03,94
5946,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-05-27,2017-05-27,71
5947,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-02-29,2016-02-29,92
5948,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2015-12-12,2015-12-12,71
5949,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-12-19,2023-12-19,127
5950,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-12-03,2018-12-03,117
5951,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2022-01-07,2022-01-07,124
5952,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,Missing,2023-10-17,48
5953,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-08-12,2020-08-12,123
5954,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-05-15,2015-05-15,59
5955,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2020-03-22,2020-03-22,128
5956,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-08-10,2018-08-10,81
5957,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-07-19,2016-07-19,68
5958,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2017-06-06,2017-06-06,78
5959,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-02-15,2021-02-15,118
5960,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-07-26,2023-07-26,172
